NULL,实惠,94
送货速度,快,27
服务,也好,5
加热时间,太长,1
安装费,太贵,1
用户,不方便,1
NULL,差,150
NULL,无语,126
NULL,满意,608
NULL,好,584
效果,不错,116
NULL,好评,190
钢化膜,高清,1
NULL,最好,30
NULL,不错,1405
制冷,不错,8
电流,受不了,1
电视,挺好,43
送货,可以,1
质量,差不多,1
期望,没有高,1
价格,差,3
颜色,难看,3
NULL,干,70
NULL,黑屏,6
线,垃圾,1
表带,痒,1
物流,慢,116
NULL,失望,269
服务,好,49
NULL,安静,14
制冷效果,不错,7
噪音控制,很好,1
安装师傅,尽心,1
NULL,不是满意,23
商品,不是很好,1
质量,很好,125
NULL,不卡顿,3
速度,快,44
NULL,坑,68
NULL,不值,81
NULL,差不多,54
清洁功能,挺好,1
NULL,还可以,374
NULL,便宜,199
京东自营,信赖,1
NULL,正品,331
物流,好,7
NULL,滋润,54
味道,还可以,14
快递小哥,赞,3
看起来,一般般,1
做工,一般,24
NULL,很高,15
订单,很快,1
盒子,快,1
NULL,破,59
NULL,不喜欢,98
NULL,长,36
NULL,很好,435
线,足够,1
质量,好,103
NULL,瑕疵,28
感觉,一般,40
NULL,不适用,8
NULL,很多,158
东西,不是通用,1
快递,慢,64
NULL,很小,27
效果,静音,1
NULL,可以,449
性价比,高,87
NULL,舒服,98
NULL,喜欢,635
穿着,高,1
酒质,一般,2
期望,过高,2
NULL,失败,9
NULL,不满意,135
NULL,假,108
冲洗,快,2
商家,好评,1
NULL,太差,85
质量,很差,41
底座,破,1
NULL,很差,54
管子,变形,1
NULL,坏,241
充电,太少,1
NULL,薄,58
感觉,假,17
服务,垃圾,5
服务,很好,30
网络电视,不稳,1
购买,谨慎,11
感觉,还可以,39
赠品,差,1
卖家,虚假,1
操作,方便,13
价格,实惠,96
设计,漂亮,1
感觉,棒,2
味道,难闻,15
皮肤,别最好,1
发货,快,35
NULL,不算高档,1
味道,不算亲和,1
NULL,香,23
东西,不不好,1
服务,棒,4
NULL,挺好,636
刷毛,太稀,1
NULL,不干净,20
NULL,有划痕,9
NULL,流畅,40
感觉,清晰,1
音质,最好,1
NULL,不能碎,1
NULL,碎,34
NULL,不是新,7
